title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,cover_link
Khi Hơi Thở Hóa Thinh Không,Paul Kalanithi,109000,74200,61999.0,Tiểu sử - Hồi ký,2285,4.7,236.0,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/1e/49/89/b5f8d27e8648948062cdf53d7b6fe0ea.png
Giáo Trình Chuẩn HSK 1 - Bài Học (Kèm file MP3),Khương Lệ Bình,198000,150000,8172.0,Sách Học Tiếng Hoa,945,4.8,144.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/72/b0/23/c1f98ab7b62edac8ba72369c1ae169a1.jpg
Tịnh Tông Nhập Môn,Hòa Thượng Tịnh Không,17000,17000,439.0,Phật giáo,1,5.0,106.0,Nhà Xuất Bản Tôn Giáo,https://salt.tikicdn.com/media/catalog/product/i/m/img188_3_5.jpg
Tâm,Inamori Kazuo,89000,62300,580.0,Phật giáo,37,5.0,204.0,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/2e/3c/ef/311835fb31f168a703854203d5e3540b.jpg
Sách Sức Mạnh Của Ngôn Từ (Tái Bản 2022),Don Gabor,108000,81000,4763.0,Sách kỹ năng mềm,308,5.0,312.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/99/88/90/e205c453d8ddc5cd81043b76b9bd94e7.jpg
Sức Mạnh Của Hiện Tại (Tái Bản),Eckhart Tolle,168000,126000,2966.0,Sách tư duy - Kỹ năng sống,274,4.8,400.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/8f/d7/70/e29022e3230968335e42b1ce8851a2ad.jpg
Một Thoáng Ta Rực Rỡ Ở Nhân Gian,Ocean Vuong,135000,93062,15209.0,Tiểu Thuyết,2064,4.8,304.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/1c/26/11/e32d43aebac368112ed0e513082913b6.jpg
Nghệ Thuật Tinh Tế Của Việc Đếch Quan Tâm (Tái Bản),Mark Manson,128000,83000,5501.0,Sách tư duy - Kỹ năng sống,565,5.0,284.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/6a/5d/3d/05c58e651e384becaf4579097ee97814.jpg
Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời,Tiến Sỹ Marilee Adams,85000,57000,991.0,Sách tư duy - Kỹ năng sống,12,5.0,240.0,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/69/e9/ae/0ed989df047c058c3aba327f66b56396.jpg
Thư Viện Nửa Đêm,Matt Haig,150000,104350,10840.0,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1928,5.0,424.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/c9/d1/39/47ae1270526b4cc8d658fe258bb90157.png
Và Rồi Chẳng Còn Ai (Agatha Christie),Agatha Christie,110000,66000,2108.0,Truyện trinh thám,417,5.0,296.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/66/99/7e/068b92f1a2ff7c1e6cd03abce1af64de.jpg
Bí Mật Của May Mắn (Khổ Nhỏ)(Tái Bản),Alex Rovira,45000,33750,11805.0,Sách kỹ năng mềm,514,5.0,160.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/a5/6f/fb/306e1067aff4f16e88d6b9c612bc8af3.jpg
Xa Ngoài Kia Nơi Loài Tôm Hát - Where The Crawdads Sing,Delia Owens,165000,102000,4885.0,Tiểu Thuyết,706,5.0,508.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/05/c3/83/b20826f62eabd5fed924a4add6564501.jpg
Nhà Đầu Tư Thông Minh (Tái Bản 2020),Benjamin Graham,199000,135205,17342.0,Sách kỹ năng làm việc,2936,4.8,644.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/69/83/7b/f04d2a3123fde5cef403ec1ec2106f5a.png
"Có Một Ngày, Bố Mẹ Sẽ Già Đi",Nhiều tác giả,92000,66237,13369.0,Truyện ngắn - Tản văn - Tạp Văn,2445,4.8,296.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/8a/9a/fe/e3f6993bf71f269564e604f08803288a.png
Trở Về Từ Cõi Sáng (Tái Bản),Nguyên Phong,98000,73500,6741.0,Sách tư duy - Kỹ năng sống,665,4.8,208.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/0c/81/1c/ede7494754db7ab9920982c1304db59e.jpg
Một Đời Thương Thuyết (Tái Bản),Phan Văn Trường,135000,84000,3556.0,Sách tư duy - Kỹ năng sống,371,5.0,336.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/c5/b8/0a/958ac21973f1c377017645a784b5a316.jpg
Một Đời Quản Trị (Tái Bản),Phan Văn Trường,200000,131000,6184.0,"Sách quản trị, lãnh đạo",518,5.0,492.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/f7/c4/03/5a9e2bd2d01b4ef883596b20a25fb78f.png
Lược Sử Nước Việt Bằng Tranh: Viet Nam – A Brief History In Pictures (Tái Bản 2019),Huyền Trang,196000,141113,2725.0,Lịch Sử Việt Nam,351,4.8,100.0,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/bb/4c/d6/5accb88ac8d1fa8d7d5b0f11e885dd6e.png
Dế Mèn Phiêu Lưu Ký (Tái Bản),Tô Hoài,50000,36000,13771.0,Văn học thiếu nhi,1290,5.0,144.0,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/f6/2a/ae/336cb89bfe1dfefcaea03be376cea7d8.jpg
Để Trở Thành Người Bán Hàng Giỏi Nhất Thế Giới,Stanley H.Brown,168000,123000,2667.0,Sách kỹ năng làm việc,163,4.8,284.0,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/dc/1d/37/5e4f52048eae73e6cdc5d419fa4fab86.jpg
Cho Tôi Xin Một Vé Đi Tuổi Thơ (Bìa Mềm) (Tái Bản),Nguyễn Nhật Ánh,90000,56000,21116.0,Truyện dài,1690,4.8,208.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/3c/2b/3f/0c5eae2e576e11cbbeaf42dea506b357.png
Bí Mật Của Phan Thiên Ân,Alan Phan,69000,69000,26051.0,Bài học kinh doanh,2438,4.8,211.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/67/e8/dd/6bd5e77dc2ed3718e7de4288c5ea42a3.jpg
Khu tập thể đường tàu (Truyện vừa),Đặng Ngọc Hưng,175000,113750,197.0,Truyện ngắn - Tản văn - Tạp Văn,0,0.0,392.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/9a/e6/9d/115298151e6f321c380f0f81f821af3d.jpg
The Daily Drucker: Kim Chỉ Nam Mỗi Ngày Về Quản Trị Kinh Doanh,Peter F. Drucker,290000,188500,80.0,"Sách quản trị, lãnh đạo",2,5.0,452.0,Nhà Xuất Bản Tổng Hợp,https://salt.tikicdn.com/ts/product/64/8d/ec/68b2b75da64eba22075d53f96c8dc9f3.jpg
Inamori Kazuo - Mỗi Ngày Một Câu Nói Nâng Tầm Vận Mệnh, Inamori Kazuo,95000,61750,45.0,Sách tư duy - Kỹ năng sống,0,0.0,184.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/78/bc/b5/274c604b9e3640e7e716949d90fd8296.jpg
Về Nhà - Bất hạnh là một tài sản - Phan Việt - Bản mới 2024 - Sáng Books,Phan Việt,150000,150000,156.0,Tiểu sử - Hồi ký,12,4.3,507.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/f9/05/d3/dfaf7bed99f288d94e1a10302e777341.png
Cách Sống,Inamori Kazuo,99000,65340,4484.0,Sách kỹ năng mềm,299,4.8,226.0,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/3b/7a/cc/1745bab1251fb2125c3260f70e6894ab.jpg
Người Ếch - Kẻ Giết Người Hàng Loạt,Shichiri Nakayama,157000,113040,262.0,Truyện kinh dị,21,5.0,336.0,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/10/b0/65/d2880d6289ef3e6641871bf87a80a0d6.png
Nghệ Thuật Không Nổi Giận,Kim Beom Joon,99000,81180,2.0,Sách tư duy - Kỹ năng sống,0,0.0,200.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/01/c7/43/39564d2727d042c9627fe9ab3f3230eb.png
MBA CƠ BẢN - Khóa Học Quản Trị Kinh Doanh Cấp Tốc Cho Người Bận Rộn - Tom Gorman (bìa mềm),Tom Gorman,269000,190000,101.0,Sách kỹ năng làm việc,5,5.0,508.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/72/d2/25/5f8f3c4d42cd8d8e33948a3e7fb1bd43.png
Luật Tâm Thức – Vũ Trụ Nhất Nguyên Luận,Ngô Sa Thạch,288000,207360,1714.0,Lĩnh vực khác,114,4.7,480.0,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/37/99/21/e6ad8f4e342427c22939a095771e434d.jpg
Siêu Nhí Hỏi Nhà Khoa Học Trả Lời - 100 Bí Ẩn Mọi Đứa Trẻ Đều Muốn Hỏi Một Nhà Khoa Học,Robert Winston,299000,185380,8338.0,Kiến thức - Bách khoa,1389,4.8,128.0,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/59/07/b0/4c93dc35a15b8010e5817cef8266c02a.png
Độ nhiễu: Sai lầm trong phán đoán,Cass R. Sunstein,245000,147000,484.0,Kiến Thức Bách Khoa,41,5.0,544.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/95/99/e6/8314b49266a8b3f74ba261912fb6b189.jpg
Quản Trị Bằng Văn Hóa,Giản Tư Trung,250000,165000,1426.0,"Sách quản trị, lãnh đạo",55,4.8,396.0,Nhà Xuất Bản Tri Thức,https://salt.tikicdn.com/ts/product/61/d0/b2/1c7b5fe175f0d0c76ff6f7d00aac97ee.png
Tuổi Thơ Dữ Dội - Tập 2,Phùng Quán,80000,58500,2459.0,Truyện kể cho bé,348,5.0,400.0,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/20/00/c9/7e9e43e7fba41427ccd5925b01cdd63d.png
Trí Tuệ Do Thái (Tái Bản),Eran Katz,189000,117180,2111.0,Sách tư duy - Kỹ năng sống,121,4.7,444.0,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/bb/3a/b7/ba86524ef8ecb2480e10efd4a449d5c8.jpg
Cánh Cửa Mở Rộng -Thần Thoại Sisyphus,Albert Camus,95000,57000,608.0,Triết Học,44,5.0,204.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/41/55/32/c33c67b56a31d7f92081ee511fdbcc9c.png
Sự Trỗi Dậy Và Suy Tàn Của Các Cường Quốc ( Tái bản),Paul Kennedy,567000,362880,802.0,Lịch Sử Thế Giới,109,4.8,944.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/97/fb/e8/d036c0a16756f62bca3805bb9e6f4793.jpg
Phía Tây Không Có Gì Lạ - Tái Bản,Erich Maria Remarque,80000,53000,301.0,Truyện ngắn - Tản văn - Tạp Văn,38,5.0,248.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/c7/79/85/18a01b782c50294e0b85c9476d88ec69.jpg
"Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản)",Cao Minh,179000,119930,26702.0,Truyện ngắn - Tản văn - Tạp Văn,5476,4.8,424.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/38/bb/4b/5f03392a2fb98bc19b63de688b2ad218.jpg
Hôn Em Trước Đã (Tiểu Thuyết Trinh Thám),Lottie Moggach,89900,89900,273.0,Truyện trinh thám,62,4.8,404.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/b0/36/3d/0cf78c252efedbe52e5b8ce98bf1550f.jpg
Khởi Nghiệp Tinh Gọn (The Lean Startup) (Tái Bản),Eric Ries,165000,123200,4775.0,Sách khởi nghiệp,576,5.0,336.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/25/4f/d8/3cb71f5a17d03237bc5a9bc61fbd7e83.jpg
Siêu Tập Trung (Tái Bản),Chris Bailey,140000,93100,1882.0,Sách kỹ năng làm việc,239,4.8,308.0,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/9f/ab/87/b96ea6b2ce9e9d64975d86ea58e2aa7b.png
Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),Cole Nussbaumer Knaflic,319000,222100,12531.0,Sách kỹ năng làm việc,1919,5.0,280.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/d0/63/8b/b083084e4bdf5da0a5db725398627cc4.jpg
Làm Chủ - Mastery,Robert Greene,200000,125000,3161.0,Sách tư duy - Kỹ năng sống,365,4.8,528.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/b6/d2/d3/ed46155f476e1fdfb8c8ef594257a928.jpg
Sách Tư Duy Ngược Dịch Chuyển Thế Giới,Adam Grant,178000,133500,4042.0,Sách tư duy - Kỹ năng sống,400,4.8,348.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/4e/3f/6a/1a0fdc34fa85b809e610ee7184a70fed.jpg
Chúa Ruồi - Tiểu Thuyết (Nobel Văn Chương 1983)(Tái Bản 2020),William Golding,88000,58512,5477.0,Tác phẩm kinh điển,908,4.8,326.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/63/07/4f/086c22357912c139a4d44ec5a2a29828.jpg
Hoàng Tử Bé (Tái Bản 2019),Antoine De Saint-Exupéry,75000,45000,26744.0,Truyện kể cho bé,3502,5.0,102.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/3a/b6/79/6a5013624f154f8516fb9e00dac7e5af.jpg
Tôi Thấy Hoa Vàng Trên Cỏ Xanh,Nguyễn Nhật Ánh,150000,92000,7452.0,Tác phẩm kinh điển,872,5.0,378.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/2e/ae/d3/2e400bbfda127802bf5fd46f86ead538.jpg
45 Giây Tạo Nên Thay Đổi - Thấu Hiểu Tiếp Thị Mạng Lưới,Don Failla,80000,55000,12348.0,Sách kỹ năng làm việc,498,4.8,192.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/c7/f1/fb/71ab34591cebf167204f4e85b7c61b18.jpg
The AI Edge: Khai Thác Thế Mạnh AI Trong Sales & Marketing,Jeb BlountA,219000,136875,81.0,Sách Marketing - Bán hàng ,0,0.0,388.0,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/c9/94/6c/8c36b5ec7232d2e724de46d4736c769c.png
Đêm Yên Tĩnh -  Agatha Christie,  Agatha Christie,150000,97500,94.0,Truyện trinh thám,7,5.0,348.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/09/c3/06/dc6dd43ad4d9eacd0ff4b2b7687f08a3.jpg
Ông Trăm Tuổi Trèo Qua Cửa Sổ Và Biến Mất (Tái Bản),Jonas Jonasson,170000,102000,20797.0,Truyện dài,1476,4.8,516.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/9a/22/97/7659ef6808a6a653eef0bf3b171c6b4e.jpg
Hải quỳ ( Bối Khách Bang),Bối Khách Bang,189000,136080,263.0,Truyện trinh thám,23,5.0,480.0,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/64/d8/a8/9c13181ee897d31334a534b0fdbf1b3a.jpg
Nuôi Dạy Trẻ Mắc Hội Chứng Rối Loạn Tăng Động Giảm Chú Ý (ADHD),Russell A. Barkley,139000,91740,121.0,Cẩm nang làm cha mẹ,5,5.0,308.0,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/41/3d/89/d8ad326ff397c7118b9ff0ae010c3195.jpg
Phạm Xuân Ẩn - Tên người như cuộc đời - TB2024,Nguyễn Thị Ngọc Hải,120000,79000,128.0,Truyện dài,14,5.0,244.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/31/d7/05/73257de3377b926004823c57400e9b47.jpg
Thư cho em,Hoàng Nam Tiến,140000,94044,2508.0,Lĩnh vực khác,150,5.0,312.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/17/d6/cb/950e42707d1958557b5075784eb0ce51.jpg
Chinh phục đề thi VSTEP bậc năng lực từ B1 đến C1,Lê Thu Hà,185000,122000,152.0,Sách Học Tiếng Anh,16,5.0,336.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,https://salt.tikicdn.com/ts/product/a7/b0/70/f03b33883303d582cfa648c82bd420a6.jpg
Trở Thành Người Phụ Nữ Ai Cũng Muốn Lại Gần,Tô Mạn,138000,92460,271.0,Truyện ngắn - Tản văn - Tạp Văn,12,5.0,348.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/09/1c/4d/bf0cf52df705260c32765b764e762d03.jpg
Gánh gánh… gồng gồng… (Xuân Phượng hồi ký),Nguyễn Thị Xuân Phượng,160000,152000,670.0,Tiểu sử - Hồi ký,60,5.0,343.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/39/5f/e6/40af6167734cc2ab5c1405cc34fcb45c.jpg
Án Mạng Trên Chuyến Tàu Tốc Hành Phương Đông,Agatha Christie,120000,72000,672.0,Truyện trinh thám,105,5.0,298.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/d0/5c/69/145c1b5d614576d16d177720e378aba4.jpg
Ngôi Nhà Bên Bờ Biển Xanh Thẳm,T.J.Klune,199000,119000,3298.0,Tiểu Thuyết,486,5.0,640.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/f5/aa/63/87c0c5029983c6c205ab0396e00abe29.jpg
Khói Trời Lộng Lẫy (Tập Truyện Ngắn Nguyễn Ngọc Tư)(Tái Bản),Nguyễn Ngọc Tư,90000,56000,924.0,Truyện ngắn - Tản văn - Tạp Văn,99,5.0,144.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/5b/db/e6/1eb25c4b57607021eca591606b1b3512.jpg
Combo 3 Cuốn Bộ Sách: Nuôi Con Không Phải Là Cuộc Chiến 2 (Tái Bản),Hương Đỗ (Mẹ Ong Bông),377000,286500,3786.0,Cẩm nang làm cha mẹ,286,5.0,736.0,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/da/85/dc/6d0751ff9534961b825e87390a55f064.png
Ra Bờ Suối Ngắm Hoa Kèn Hồng (Truyện Dài-Nguyễn Nhật Ánh),Nguyễn Nhật Ánh,145000,92000,11697.0,Truyện dài,2102,5.0,336.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/19/a8/f0/c559abac253ee4fb7340a067b43f01a4.jpg
Hơn Cả Khởi Nghiệp 2.0 - Xây Dựng Công Ty Từ Khởi Nghiệp Đến Vĩ Đại Trường Tồn,Jim Collins,200000,120000,473.0,Sách khởi nghiệp,32,5.0,558.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/d0/47/6a/ed4b42a3e5da06a10edfea000c4b6da6.jpg
Không Bao Giờ Là Thất Bại - Tất Cả Là Thử Thách (Ấn Bản Cập Nhật Đầy Đủ Nhất)(Bìa Cứng),Chung Ju Yung,268000,120000,10013.0,Bài học kinh doanh,760,5.0,512.0,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/a6/88/68/1edb6a094a434ef1f91db003dcc64da8.jpg
Phương Pháp Đầu Tư Warren Buffett,Robert G. Hagstrom,169000,133900,691.0,Bài học kinh doanh,84,4.8,360.0,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/5b/9a/77/2e7c76677fe0d9c4eb6db5a09fdee81b.png
Tư Bản Thế Kỷ 21,Thomas Piketty,300000,180000,1231.0,Sách kinh tế học,243,4.8,806.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/f8/fc/57/6f0c6509ec2509f444e2ee2a1adab09b.jpg
Phù Thủy Xứ Oz,L. Frank Baum,119000,89250,420.0,Văn học thiếu nhi,39,5.0,386.0,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/00/17/91/7b13b51c244243a315505da99bb90326.jpg
Phát Triển Trí Tuệ Cảm Xúc- Chúng Mình Tôn Trọng Cơ Thể Và Cảm Xúc Của Nhau,Jayneen Sanders,50000,34988,1594.0,Kiến thức - Bách khoa,141,5.0,40.0,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/8b/a5/b6/8746651845cce8b11e1b5542ac569083.jpg
Bố Con Cá Gai (Tái Bản 2019),Cho Chang - In,96000,64968,9020.0,Tiểu Thuyết,1295,5.0,340.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/dd/fd/a3/628624ea06c8b1bd1d162ef296cc28ce.png
Nghệ Thuật Tư Duy Chiến Lược,Avinash K. Dixit,239000,164000,3701.0,Sách kỹ năng làm việc,196,4.7,560.0,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/4d/5b/fb/78019715ac0bd53ae6533b5b48c43b9b.png
Giết Con Chim Nhại (Tái Bản),Harper Lee,145000,101456,14238.0,Truyện dài,1548,4.8,419.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/14/cd/dc/e93f5bf3dff96fcc776a6e36194f5839.png
10 Vạn Câu Hỏi Vì Sao - Hóa Học Vui ( Tái Bản ),Tôn Nguyên Vĩ,55000,39600,1322.0,Kiến thức - Bách khoa,129,4.8,140.0,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/f6/b8/27/f23c203d0f43e3edb8eaa6ebab1bbd8e.jpg
NVIDIA Cỗ Máy Tư Duy Vĩ Đại,Stephen Witt,249000,154380,27.0,Sách tư duy - Kỹ năng sống,0,0.0,460.0,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/d4/8e/d5/381fc6fd96760fa90427ea5c9d17b2d2.png
Chuyện nhà Tí (và chuyện nhiều nhà khác),Phan Thị Vàng Anh,150000,105000,65.0,Truyện ngắn - Tản văn - Tạp Văn,0,0.0,198.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/08/38/83/00aa32f688ce744313155c21060e8af6.jpg
Jane Eyre,Charlotte Bronte,225000,149000,106.0,Tác phẩm kinh điển,12,4.8,764.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/fb/72/d8/79779c964433184bf3bdfd6320953661.jpg
Tinh Hoa Đối Nhân Xử Thế,Chương Nam,122000,87840,73.0,Sách tư duy - Kỹ năng sống,3,5.0,288.0,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/f9/f5/f7/495a01711cdda37700abbe842fa5085b.png
Tinh Hoa Kinh Tế Học,Paul Krugman,595000,386750,1180.0,Sách kinh tế học,179,5.0,780.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/62/aa/6a/03c63aa0eff95b6a632c4f3ee0f7909a.jpg
Bản Đồ Chiến Lược,Robert S. Kaplan,235000,166600,333.0,Sách kinh tế học,14,5.0,504.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/e6/5b/4c/b147eabbc17e70944e52fef486361fc1.jpg
Chính Sách Tiền Tệ Thế Kỷ 21,Ben S. Bernanke,325000,211250,1015.0,Sách kinh tế học,81,5.0,536.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/72/21/e3/3e66cbf494a9faec34e19fb439009b50.jpg
Thép đã tôi thế đấy (Bản dịch đầy đủ nhất) - Bìa mềm,Nikolai A.Ostrovsky,125000,87000,857.0,Tác phẩm kinh điển,104,4.7,780.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,https://salt.tikicdn.com/ts/product/eb/86/43/35c8f27383890468d72b29a67add11a9.jpg
Mẹ làm gì có ước mơ,Hạ Mer,89000,59630,1586.0,Truyện ngắn - Tản văn - Tạp Văn,128,5.0,208.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/5a/d2/4a/989fff51a5226d43caae3fa898c47638.jpg
Thả Một Bè Lau - Truyện Kiều Dưới Cái Nhìn Thiền Quán,Thích Nhất Hạnh,179000,133000,430.0,Phật giáo,43,5.0,385.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/0f/ab/a4/9eab3d9de16ed4510355217a5b68933c.jpg
Chú bé mang Pyjama sọc,John Boyne,79000,54280,1463.0,Tác phẩm kinh điển,138,5.0,253.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/70/dc/38/82c8bd01e014efbdc062f230a869ed7b.png
Ma Quỷ Dân Gian Ký,Duy Văn,268000,189387,1984.0,Truyện kinh dị,300,5.0,260.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/33/4b/5a/536c1f25a879a6fd622ce1609d5facea.png
Cuốn sách bạn ước cha mẹ mình từng đọc (Và con bạn sẽ vui nếu bạn đọc nó),Philippa Perry,145000,99935,1502.0,Cẩm nang làm cha mẹ,62,5.0,339.0,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/af/47/cb/e3444b62093d8d5a0573c3f4d5175d06.png
Những Con Chim Ẩn Mình Chờ Chết (Tái Bản 2020),Colleen Mccullough,160000,96000,804.0,Tiểu Thuyết,160,5.0,568.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/ca/60/c3/41a50a34aa217157c9063d0631bfe64d.jpg
Sách Người Giàu Có Nhất Thành Babylon (Tái Bản 2020),GEORGE SAMUEL CLASON,98000,73500,18044.0,Bài học kinh doanh,2521,5.0,216.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/9f/ca/03/ecddf07727b2dbf1cce4bdb456acfce0.jpg
Ngày Xưa Có Một Con Bò…(Tái Bản),Camilo Cruz,70000,43000,11119.0,Sách tư duy - Kỹ năng sống,1018,4.8,148.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/f7/bf/41/50b3dc813774f9c59ba7453559ffa378.jpg
Mục Tiêu,Eliyahu M. Goldratt,229000,157000,2124.0,Sách kỹ năng làm việc,124,4.7,520.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/c2/5f/51/f144854b07008ae90c20f5d4e41f6806.png
